Sector,Precio_Media,Precio_Mediana,Precio_Desviacion_Std,Retorno_Medio_Diario(%),Volatilidad_Diaria(%),Volatilidad_Anualizada(%),Sharpe_Ratio,Max_Drawdown(%)
salud_farmaceuticas,186.19609900040138,184.17116088867186,51.793763450375785,0.0064255051124169765,1.4363735127697628,22.80172262753431,-0.11370520287634751,-37.24175311367499
tecnologia,211.35395674838486,200.04814453125,73.47603211726214,0.13104304757637456,2.2144027722503545,35.15255422743864,0.7970723678460101,-40.233658521425006
